"ID";"Sex";"Age";"Periods";"TotalSuicides_1";"Unmarried_2";"Married_3";"Widowed_4";"Divorced_5";"HangingStrangulation_6";"DrugsMedicinesAlcohol_7";"TrainMetro_8";"Drowning_9";"JumpingFromHeight_10"
"217";"T001038";"60400";"1951JJ00";"      75";"      25";"      47";"       1";"       2";"      20";"       5";"";"      20";"       3"
"218";"T001038";"60400";"1952JJ00";"      70";"      25";"      39";"       4";"       2";"      22";"       6";"";"      11";"       1"
"219";"T001038";"60400";"1953JJ00";"      76";"      24";"      47";"       3";"       2";"      22";"       5";"";"      13";"       1"
"220";"T001038";"60400";"1954JJ00";"      58";"      16";"      40";"       1";"       1";"      14";"       5";"";"       8";"       3"
"221";"T001038";"60400";"1955JJ00";"      56";"      12";"      39";"       0";"       5";"      13";"       4";"";"      12";"       1"
"222";"T001038";"60400";"1956JJ00";"      68";"      17";"      48";"       0";"       3";"      24";"       2";"";"      13";"       2"
"223";"T001038";"60400";"1957JJ00";"      70";"      28";"      41";"       0";"       1";"      18";"       6";"";"      18";"       0"
"224";"T001038";"60400";"1958JJ00";"      58";"      26";"      29";"       0";"       3";"      25";"       3";"";"      11";"       3"
"225";"T001038";"60400";"1959JJ00";"      99";"      39";"      55";"       0";"       5";"      28";"       8";"";"      15";"       2"
"226";"T001038";"60400";"1960JJ00";"      89";"      29";"      55";"       1";"       4";"      21";"      11";"";"      15";"       3"
"227";"T001038";"60400";"1961JJ00";"      81";"      24";"      57";"       0";"       0";"      32";"       6";"";"       9";"       4"
"228";"T001038";"60400";"1962JJ00";"      91";"      40";"      45";"       1";"       5";"      26";"      10";"";"      15";"       1"
"229";"T001038";"60400";"1963JJ00";"      84";"      33";"      48";"       0";"       3";"      22";"      12";"";"       9";"       4"
"230";"T001038";"60400";"1964JJ00";"      87";"      30";"      51";"       3";"       3";"      29";"      14";"";"      13";"       2"
"231";"T001038";"60400";"1965JJ00";"      87";"      38";"      47";"       0";"       2";"      26";"      20";"";"      11";"       3"
"232";"T001038";"60400";"1966JJ00";"      99";"      34";"      59";"       1";"       5";"      32";"      21";"";"      14";"       5"
"233";"T001038";"60400";"1967JJ00";"     107";"      36";"      62";"       2";"       7";"      30";"      26";"";"      16";"       6"
"234";"T001038";"60400";"1968JJ00";"      82";"      34";"      41";"       1";"       6";"      28";"      18";"";"       9";"       4"
"235";"T001038";"60400";"1969JJ00";"     110";"      45";"      57";"       2";"       6";"      38";"      37";"";"      11";"       5"
"236";"T001038";"60400";"1970JJ00";"     107";"      38";"      59";"       2";"       8";"      33";"      38";"";"      14";"       5"
"237";"T001038";"60400";"1971JJ00";"     109";"      39";"      62";"       0";"       8";"      33";"      42";"";"      12";"       2"
"238";"T001038";"60400";"1972JJ00";"     135";"      53";"      68";"       5";"       9";"      32";"      53";"";"      16";"       6"
"239";"T001038";"60400";"1973JJ00";"     157";"      48";"      93";"       2";"      14";"      50";"      41";"";"      18";"      10"
"240";"T001038";"60400";"1974JJ00";"     164";"      44";"      99";"       0";"      21";"      43";"      53";"";"      15";"      15"
"241";"T001038";"60400";"1975JJ00";"     175";"      56";"      91";"       2";"      26";"      40";"      58";"";"      22";"      16"
"242";"T001038";"60400";"1976JJ00";"     214";"      72";"     113";"       4";"      25";"      61";"      66";"";"      19";"      25"
"243";"T001038";"60400";"1977JJ00";"     191";"      65";"      98";"       2";"      26";"      59";"      53";"";"      24";"      16"
"244";"T001038";"60400";"1978JJ00";"     216";"      71";"     108";"       2";"      35";"      65";"      47";"";"      17";"      25"
"245";"T001038";"60400";"1979JJ00";"     210";"      58";"     107";"       4";"      41";"      69";"      37";"      26";"      19";"      22"
"246";"T001038";"60400";"1980JJ00";"     244";"      90";"     111";"       2";"      41";"      77";"      47";"      39";"      24";"      21"
"247";"T001038";"60400";"1981JJ00";"     251";"      94";"     121";"       2";"      34";"      69";"      55";"      39";"      19";"      31"
"248";"T001038";"60400";"1982JJ00";"     247";"      83";"     111";"       5";"      48";"      81";"      41";"      35";"      25";"      30"
"249";"T001038";"60400";"1983JJ00";"     297";"     110";"     136";"       0";"      51";"     100";"      45";"      52";"      25";"      36"
"250";"T001038";"60400";"1984JJ00";"     332";"     134";"     128";"       5";"      65";"     102";"      57";"      54";"      22";"      40"
"251";"T001038";"60400";"1985JJ00";"     319";"     119";"     124";"       3";"      73";"     124";"      49";"      45";"      16";"      31"
"252";"T001038";"60400";"1986JJ00";"     312";"     123";"     116";"       2";"      71";"     114";"      52";"      48";"      21";"      34"
"253";"T001038";"60400";"1987JJ00";"     298";"     134";"     104";"       1";"      59";"     115";"      50";"      47";"      14";"      20"
"254";"T001038";"60400";"1988JJ00";"     297";"     123";"     112";"       6";"      56";"      99";"      45";"      38";"      17";"      41"
"255";"T001038";"60400";"1989JJ00";"     268";"     127";"      94";"       3";"      44";"     101";"      43";"      33";"      20";"      37"
"256";"T001038";"60400";"1990JJ00";"     299";"     157";"      92";"       2";"      48";"     124";"      30";"      40";"      18";"      40"
"257";"T001038";"60400";"1991JJ00";"     349";"     180";"     108";"       2";"      59";"     119";"      46";"      50";"      15";"      40"
"258";"T001038";"60400";"1992JJ00";"     333";"     171";"     116";"       4";"      42";"     121";"      51";"      58";"      12";"      36"
"259";"T001038";"60400";"1993JJ00";"     310";"     155";"     104";"       3";"      48";"     116";"      39";"      57";"      12";"      36"
"260";"T001038";"60400";"1994JJ00";"     344";"     203";"     100";"       0";"      41";"     138";"      59";"      51";"      17";"      29"
"261";"T001038";"60400";"1995JJ00";"     322";"     175";"      97";"       2";"      48";"     142";"      49";"      41";"      13";"      33"
"262";"T001038";"60400";"1996JJ00";"     324";"     183";"      87";"       2";"      52";"     139";"      63";"      34";"       8";"      41"
"263";"T001038";"60400";"1997JJ00";"     330";"     182";"      95";"       2";"      51";"     150";"      63";"      24";"      14";"      30"
"264";"T001038";"60400";"1998JJ00";"     324";"     193";"      76";"       0";"      55";"     163";"      41";"      45";"       8";"      15"
"265";"T001038";"60400";"1999JJ00";"     302";"     182";"      77";"       2";"      41";"     132";"      62";"      29";"       6";"      30"
"266";"T001038";"60400";"2000JJ00";"     282";"     180";"      71";"       1";"      30";"     123";"      36";"      43";"      14";"      25"
"267";"T001038";"60400";"2001JJ00";"     322";"     201";"      86";"       1";"      34";"     137";"      50";"      42";"      12";"      33"
"268";"T001038";"60400";"2002JJ00";"     323";"     204";"      75";"       1";"      43";"     151";"      42";"      33";"      13";"      41"
"269";"T001038";"60400";"2003JJ00";"     263";"     153";"      67";"       0";"      43";"     136";"      34";"      31";"       7";"      24"
"270";"T001038";"60400";"2004JJ00";"     269";"     175";"      55";"       3";"      36";"     117";"      42";"      32";"      14";"      24"
"271";"T001038";"60400";"2005JJ00";"     279";"     174";"      60";"       2";"      43";"     124";"      51";"      39";"      15";"      22"
"272";"T001038";"60400";"2006JJ00";"     240";"     163";"      52";"       3";"      22";"     120";"      29";"      35";"      11";"      21"
"273";"T001038";"60400";"2007JJ00";"     221";"     149";"      45";"       0";"      27";"      87";"      46";"      34";"       5";"      21"
"274";"T001038";"60400";"2008JJ00";"     222";"     162";"      38";"       0";"      22";"      97";"      38";"      37";"      10";"      17"
"275";"T001038";"60400";"2009JJ00";"     204";"     140";"      43";"       1";"      20";"      89";"      34";"      30";"       6";"      20"
"276";"T001038";"60400";"2010JJ00";"     198";"     132";"      46";"       0";"      20";"      88";"      34";"      24";"       5";"      17"
"277";"T001038";"60400";"2011JJ00";"     218";"     164";"      31";"       0";"      23";"      96";"      38";"      32";"       9";"      25"
"278";"T001038";"60400";"2012JJ00";"     228";"     167";"      41";"       0";"      20";"     112";"      31";"      26";"       9";"      25"
"279";"T001038";"60400";"2013JJ00";"     213";"     151";"      44";"       0";"      18";"     110";"      38";"      22";"       6";"      18"
"280";"T001038";"60400";"2014JJ00";"     225";"     165";"      34";"       0";"      26";"     116";"      26";"      34";"      11";"      15"
"281";"T001038";"60400";"2015JJ00";"     223";"     165";"      38";"       0";"      20";"      99";"      43";"      27";"      10";"      18"
"282";"T001038";"60400";"2016JJ00";"     240";"     181";"      40";"       0";"      19";"     113";"      42";"      32";"       9";"      18"
"283";"T001038";"60400";"2017JJ00";"     205";"     147";"      39";"       1";"      18";"     102";"      25";"      29";"       8";"      13"
"284";"T001038";"60400";"2018JJ00";"     242";"     188";"      38";"       0";"      16";"     124";"      31";"      25";"       6";"      27"
"285";"T001038";"60400";"2019JJ00";"     226";"     165";"      36";"       0";"      25";"     124";"      31";"      24";"       7";"      17"
"286";"T001038";"60400";"2020JJ00";"     243";"     185";"      40";"       1";"      17";"     115";"      40";"      26";"       7";"      21"
"287";"T001038";"60400";"2021JJ00";"     246";"     195";"      34";"       2";"      15";"     136";"      31";"      19";"       6";"      19"
"288";"T001038";"60500";"1950JJ00";"      91";"      19";"      58";"       6";"       8";"      32";"       5";"";"      15";"       2"
"289";"T001038";"60500";"1951JJ00";"     123";"      26";"      84";"      10";"       3";"      45";"       4";"";"      23";"       2"
"290";"T001038";"60500";"1952JJ00";"     111";"      25";"      72";"       7";"       7";"      42";"       7";"";"      11";"       6"
"291";"T001038";"60500";"1953JJ00";"      85";"      18";"      57";"       5";"       5";"      30";"       5";"";"      20";"       0"
"292";"T001038";"60500";"1954JJ00";"     107";"      17";"      78";"       6";"       6";"      42";"       9";"";"      15";"       0"
"293";"T001038";"60500";"1955JJ00";"     110";"      27";"      76";"       3";"       4";"      36";"       4";"";"      18";"       3"
"294";"T001038";"60500";"1956JJ00";"      97";"      22";"      60";"       6";"       9";"      41";"       4";"";"      12";"       3"
"295";"T001038";"60500";"1957JJ00";"     110";"      20";"      76";"       5";"       9";"      46";"       2";"";"      24";"       3"
"296";"T001038";"60500";"1958JJ00";"     123";"      22";"      83";"      10";"       8";"      36";"       5";"";"      26";"       2"
"297";"T001038";"60500";"1959JJ00";"     112";"      21";"      79";"       5";"       7";"      41";"       4";"";"      22";"       1"
"298";"T001038";"60500";"1960JJ00";"     119";"      25";"      85";"       6";"       3";"      41";"       6";"";"      28";"       4"
"299";"T001038";"60500";"1961JJ00";"     105";"      15";"      81";"       5";"       4";"      45";"      15";"";"      14";"       2"
"300";"T001038";"60500";"1962JJ00";"     110";"      22";"      76";"       4";"       8";"      35";"      20";"";"      19";"       1"
"301";"T001038";"60500";"1963JJ00";"      91";"      17";"      63";"       5";"       6";"      37";"      12";"";"      13";"       2"
"302";"T001038";"60500";"1964JJ00";"     120";"      24";"      88";"       3";"       5";"      37";"      15";"";"      18";"       3"
"303";"T001038";"60500";"1965JJ00";"     118";"      32";"      75";"       5";"       6";"      38";"      22";"";"      17";"       7"
"304";"T001038";"60500";"1966JJ00";"     123";"      29";"      84";"       3";"       7";"      36";"      22";"";"      22";"       2"
"305";"T001038";"60500";"1967JJ00";"     116";"      26";"      73";"       5";"      12";"      49";"      27";"";"      15";"       3"
"306";"T001038";"60500";"1968JJ00";"     137";"      29";"      91";"       4";"      13";"      40";"      39";"";"      21";"       5"
"307";"T001038";"60500";"1969JJ00";"     180";"      37";"     126";"       7";"      10";"      60";"      57";"";"      35";"       6"
"308";"T001038";"60500";"1970JJ00";"     173";"      36";"     124";"       6";"       7";"      60";"      55";"";"      28";"       8"
"309";"T001038";"60500";"1971JJ00";"     169";"      36";"     120";"       5";"       8";"      42";"      52";"";"      36";"       5"
"310";"T001038";"60500";"1972JJ00";"     175";"      36";"     118";"       5";"      16";"      57";"      69";"";"      20";"       6"
"311";"T001038";"60500";"1973JJ00";"     186";"      41";"     124";"       7";"      14";"      64";"      59";"";"      22";"       7"
"312";"T001038";"60500";"1974JJ00";"     212";"      30";"     149";"      10";"      23";"      67";"      73";"";"      28";"      13"
"313";"T001038";"60500";"1975JJ00";"     200";"      37";"     132";"       7";"      24";"      58";"      63";"";"      31";"      14"
"314";"T001038";"60500";"1976JJ00";"     192";"      36";"     117";"       4";"      35";"      64";"      60";"";"      30";"      11"
"315";"T001038";"60500";"1977JJ00";"     213";"      45";"     129";"       4";"      35";"      73";"      53";"";"      38";"       8"
